algorithm,configuration,superpixels,data_set,category,MaxF,AvgPrec,PRE_wp,REC_wp,FPR_wp,FNR_wp
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 15, ""min_samples_split"": 2}",15000,valid,um_road,88.02705881611976,87.45164893331872,87.68229675292969,88.37454223632812,2.342611312866211,11.625454902648926
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 15, ""min_samples_split"": 2}",15000,valid,umm_road,91.85318619796435,90.80876347577615,92.36419677734375,91.34779357910156,2.409149169921875,8.652204513549805
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 15, ""min_samples_split"": 2}",15000,valid,uu_road,80.52777960137233,79.38662961851907,75.06654357910156,86.84599304199219,4.002819538116455,13.154004096984863
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 1, ""min_samples_split"": 2}",15000,train,um_road,84.46450833244889,85.7250317005662,82.57122802734375,86.44664764404297,3.685645341873169,13.553351402282715
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 1, ""min_samples_split"": 2}",15000,train,umm_road,84.13003175001155,87.65599048803739,81.46971130371094,86.96995544433594,6.105597496032715,13.030047416687012
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 1, ""min_samples_split"": 2}",15000,train,uu_road,78.91340432599151,81.94710061548444,71.79296875,87.60176086425781,5.458468437194824,12.398234367370605
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 1, ""min_samples_split"": 2}",15000,valid,um_road,83.38008745768641,85.2487118733246,78.93177032470703,88.3597412109375,4.450265884399414,11.640260696411133
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 1, ""min_samples_split"": 2}",15000,valid,umm_road,88.06876862477176,89.92641129205748,81.33663177490234,96.0158920288086,7.0284857749938965,3.984107732772827
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 1, ""min_samples_split"": 2}",15000,valid,uu_road,77.89245540290976,82.71632951209861,67.00776672363281,92.9991683959961,6.353978157043457,7.0008320808410645
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 2, ""min_samples_split"": 2}",15000,train,um_road,87.85437943488172,89.87985263817454,86.50680541992188,89.24461364746094,2.811732769012451,10.755392074584961
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 2, ""min_samples_split"": 2}",15000,train,umm_road,88.06438092903373,90.09259773148585,83.91645812988281,92.64368438720703,5.480540752410889,7.356317520141602
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 2, ""min_samples_split"": 2}",15000,train,uu_road,82.75196039490356,85.6878550893128,84.52278137207031,81.05382537841797,2.353830337524414,18.94618034362793
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 2, ""min_samples_split"": 2}",15000,valid,um_road,88.08280749546805,90.2953703117659,87.05178833007812,89.13854217529297,2.5018017292022705,10.861455917358398
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 2, ""min_samples_split"": 2}",15000,valid,umm_road,91.42336562065323,92.22753711485751,87.63594055175781,95.55294799804688,4.300685882568359,4.447052955627441
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 2, ""min_samples_split"": 2}",15000,valid,uu_road,83.26111877013757,86.48565049256442,82.8653335571289,83.66070556640625,2.400514602661133,16.339298248291016
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 5, ""min_samples_split"": 2}",15000,train,um_road,89.854877770651,91.11997846324847,88.966064453125,90.76162719726562,2.273712635040283,9.238373756408691
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 5, ""min_samples_split"": 2}",15000,train,umm_road,90.56664664220962,92.46120455804181,87.44597625732422,93.91829681396484,4.161659240722656,6.081702709197998
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 5, ""min_samples_split"": 2}",15000,train,uu_road,84.75762466512762,87.90503907343106,83.33740234375,86.22708892822266,2.7341909408569336,13.772909164428711
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 5, ""min_samples_split"": 2}",15000,valid,um_road,89.94013255133397,91.58183300439646,89.30133819580078,90.58812713623047,2.0478482246398926,9.411872863769531
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 5, ""min_samples_split"": 2}",15000,valid,umm_road,93.22360659011999,93.17386695670817,90.12925720214844,96.5379867553711,3.372849225997925,3.462019443511963
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 5, ""min_samples_split"": 2}",15000,valid,uu_road,85.15259814802641,88.58732518184624,82.82051086425781,87.61981964111328,2.5220561027526855,12.380176544189453
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 7, ""min_samples_split"": 2}",15000,train,um_road,90.69043646238394,91.03916169690062,91.16356658935547,90.2221908569336,1.766430377960205,9.77780532836914
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 7, ""min_samples_split"": 2}",15000,train,umm_road,91.35750762433604,91.18414802226074,88.22024536132812,94.72613525390625,3.904010057449341,5.273867607116699
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 7, ""min_samples_split"": 2}",15000,train,uu_road,85.65333099339854,88.36567040792914,84.37442779541016,86.97159576416016,2.5543763637542725,13.028401374816895
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 7, ""min_samples_split"": 2}",15000,valid,um_road,90.13631461351085,90.52007130994716,90.38224792480469,89.89171600341797,1.8049497604370117,10.10828685760498
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 7, ""min_samples_split"": 2}",15000,valid,umm_road,93.22973316125413,93.83295428868279,90.4685287475586,96.16478729248047,3.232161283493042,3.8352105617523193
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 7, ""min_samples_split"": 2}",15000,valid,uu_road,85.12391383008159,87.60625878613669,85.61370086669922,84.63970184326172,1.9736042022705078,15.360300064086914
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 10, ""min_samples_split"": 2}",15000,train,um_road,91.64774525317236,91.15916265060058,92.08360290527344,91.21599578857422,1.5839580297470093,8.784004211425781
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 15, ""max_depth"": 10, ""min_samples_split"": 2}",15000,train,umm_road,93.13169586781147,91.83925282583148,90.38896179199219,96.04608917236328,3.152156352996826,3.9539103507995605
